Matricula,Nombre_estudiante,Programa_academico,Semestre_del_alumno,Alumnos_Acreditados,Plan_de_estudios,Campus
A05324369,Hae Swanson,IC,Primer Semestre,Acreditado(a),TEC21,MTY
A05671071,Miyoko Pike,IC,Primer Semestre,Acreditado(a),TEC21,MTY
A02424800,Scot Costello,IC,Cuarto Semestre,Acreditado(a),TEC21,MTY
A02429255,Lily Griffis,IC,Primer Semestre,Acreditado(a),TEC21,MTY
A08930615,Teressa Hurtado,IC,Primer Semestre,Acreditado(a),TEC21,MTY
A04532318,Sherie Aldrich,IC,Tercer Semestre,Acreditado(a),TEC21,MTY
A01647046,Benita Pape,IC,Primer Semestre,Acreditado(a),TEC21,MTY
A06880684,Issac Ely-Cordova,IC,Primer Semestre,Acreditado(a),TEC21,MTY
A05413356,Myrtice Pritchard-Rawls,IC,Faltan Datos,Acreditado(a),TEC21,MTY
A02426936,Elvera Kruger,IC,Primer Semestre,Acreditado(a),TEC21,MTY
A05536568,Berry Cordero,IC,Primer Semestre,Acreditado(a),TEC21,MTY
A01284433,Edda Bagwell,IC,Segundo Semestre,Acreditado(a),TEC21,MTY
A03741254,Lyle Hiller,IC,Segundo Semestre,Acreditado(a),TEC21,MTY
A04877877,Anitra Meade,IDM,Segundo Semestre,Acreditado(a),TEC21,MTY
A00273096,Carmelo Shipley,IDM,Segundo Semestre,Acreditado(a),TEC21,MTY
A06649509,Kecia Holloway,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A09933096,Ellen Haight,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A02897234,Melda Bishop,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A07898549,Jacquelyn Adair,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A01387707,Emely Hoang,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A05422413,Cecille Julian,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A05087578,Flor Gunter,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A01289770,Dann Mauldin,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A04821744,Corine Doyle,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A00560093,Chante Pride,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A08322023,Shella Riddell,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A07506363,Alonso Goldberg,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A09500820,Bronwyn Drury,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A03057042,Sharlene Avery,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A01612804,Simona Vazquez,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A03106914,Annette Colby,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A02347055,Basilia Childers,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A05962367,Elsa Means,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A01336465,Isidra Lear,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A09262761,Han Madigan,IDM,Primer Semestre,Acreditado(a),TEC21,MTY
A00342119,Rona Browning,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A06991628,Lashell Vest,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A07605376,Mariel Thrasher,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A01459114,Percy Shuman,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A04274969,Epifania Settles,IDS,Segundo Semestre,Acreditado(a),TEC21,MTY
A07702256,Otilia Tucker-Beltran,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A00476723,Gidget Stallworth-Chamberlin,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A07273328,Niki Cabral,IDS,Tercer Semestre,Acreditado(a),TEC21,MTY
A02202819,Justine Lew,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A07230201,Toni David,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A09734652,Antony Hudgins,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A02244477,Collen Addison,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A06625226,Normand Gorman,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A09739361,Ja Jasper,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A02887745,Iliana Shoemaker,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A01304488,Romeo Wasson,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A02316622,Laquanda Bunting,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A02297316,Ophelia Rust,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A09113094,Jami Murdock,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A04603735,Ilse Calderon,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A09368143,Cheree Schott,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A07150249,Reina Leak,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A04870360,Nichole Dutton,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A06891823,Keneth Hendrick,IDS,Tercer Semestre,Acreditado(a),TEC21,MTY
A08478545,Ali Cohn,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A03125259,Ruth Lawless,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A06813866,Susan Luce,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A08537149,Lindsay Luke,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A07360261,Amparo Haller,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A03696993,Season Wolff,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A08030473,Cherish Keyes,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A06477233,Luke Hubbard,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A04158596,Julissa Viera,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A08016433,Kathryne Gibson,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A07335858,Shalon Xiong,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A01525485,Aurora Ngo,IDS,0,Acreditado(a),TEC21,MTY
A01575622,Domenic Kuykendall,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A01214963,Latonya Marcum,IDS,Tercer Semestre,Acreditado(a),TEC21,MTY
A06479226,Moon Peace,IDS,Tercer Semestre,Acreditado(a),TEC21,MTY
A01240740,Norberto Hardy,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A07041441,Norene Orourke,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A01802621,Teresita Bolin,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A01494299,Marketta Duran,IDS,Primer Semestre,Acreditado(a),TEC21,MTY
A03548981,Barbera Kendall,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A03391007,Maximina Reagan,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A00088706,Abdul Mcqueen,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A02861339,Filiberto Horsley,IFI,Segundo Semestre,Acreditado(a),TEC21,MTY
A04738380,Yolando Buffington,IFI,Segundo Semestre,Acreditado(a),TEC21,MTY
A09448592,Norris Donovan,IFI,Segundo Semestre,Acreditado(a),TEC21,MTY
A05784052,Dan Phelps,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A04499694,Hyun Garrett,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A00910363,Ashleigh Waldron,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A07201196,Xavier Rickman,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A06027102,Nettie Hooks,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A02201565,Brittney Blair,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A09193146,Kacy Coons-Rhoades,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A06697625,Hassie Gregory,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A01279661,Ellyn Croft,IFI,Tercer Semestre,Acreditado(a),TEC21,MTY
A06195383,Vicente Benner,IFI,Tercer Semestre,Acreditado(a),TEC21,MTY
A06358173,Kimiko Sheldon,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A08140428,William Stephens,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A09452938,Lovetta Mccallum,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A01803880,Adela Homer,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A04926422,Tawna Freeman,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A03659996,Leota Cleveland,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A08723532,Ardella Taft,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A01543228,Linsey Dickerson,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A00661743,Marc Chen,IFI,Cuarto Semestre,Acreditado(a),TEC21,MTY
A03323196,Therese Mayfield,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A05149706,Terence Foss,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A02271026,Florine Luciano,IFI,Tercer Semestre,Acreditado(a),TEC21,MTY
A00046425,Zola Park,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A08516432,Monica Dewitt,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A07789715,Liberty Perales,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A02129352,Zoe Laws,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A07243613,Juliette Kimbrough,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A07540221,Joi Wang,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A03560216,Ramiro Stiles,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A04645560,Mable Steward,IFI,Tercer Semestre,Acreditado(a),TEC21,MTY
A04035069,Kourtney Bisson,IFI,Tercer Semestre,Acreditado(a),TEC21,MTY
A00752375,Elaine Plunkett,IFI,0,Acreditado(a),TEC21,MTY
A01142830,Elinore Dickson,IFI,0,Acreditado(a),TEC21,MTY
A01746565,Scarlett Strother,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A05427731,Matilde Neel,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A09877932,Kazuko Beaudoin,IFI,0,Acreditado(a),TEC21,MTY
A00679792,Ranee Muir,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A06035509,Van Bennett,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A07463977,Dot Mcclure,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A02962278,Rafael Colvin,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A03838501,Marco Greer,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A07466734,Vanetta Pointer,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A09398292,Jen Gomes,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A09568995,Christinia Moye,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A07526325,Sherie Ferris,IFI,Tercer Semestre,Acreditado(a),TEC21,MTY
A02198926,Felipe Brim,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A08723737,Bernita Bourne,IFI,0,Acreditado(a),TEC21,MTY
A06057214,Elodia Monahan,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A00733833,Elliot Langford,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A07600260,Gustavo Schott,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A05913241,Eden Avila,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A05293474,Elly Dortch,IFI,Primer Semestre,Acreditado(a),TEC21,MTY
A06095581,Rhea Burchfield,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A05006456,Jerri Do,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A04519829,Vennie Shipley,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A03868362,Romaine Abraham,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A00571591,Trevor Crawford,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A09316191,Loyd Majors,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A02079618,Noma William,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A06887931,Isabel Greenlee,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A05830425,Darin Pitman,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A04384718,Hyun Vazquez,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A06578411,Thresa Slade,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A09964823,Rea Anglin,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A04620931,Hassie Chamberlin,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A05688353,Jeremiah Barnett,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A02491014,Alessandra Tennant,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A06669091,Lashaunda Nance-Earle,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A03923651,Margene Frierson,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A02155591,Alberto Conaway,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A02669390,Annita Mcgill,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A04270598,Lashanda Furlong,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A00304142,Theo Sweeney,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A06394646,Danille Velasco,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A03592344,Debbi Vincent,IID,Tercer Semestre,Acreditado(a),TEC21,MTY
A04587926,Issac Pena,IID,Segundo Semestre,Acreditado(a),TEC21,MTY
A09753082,Donnetta Mcgee,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A06356752,Lavona Rees,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A08706787,Dylan Thrash,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A06095472,Sulema Yu,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A07355705,Lilli Montano,IID,Primer Semestre,Acreditado(a),TEC21,MTY
A00413921,Stormy Deboer,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04066573,Treva Rutherford,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06619979,Jeannetta Fleck,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A08685475,Victor Cockrell,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A00778443,Vivian Blanks,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A01433142,Fidel Temple,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09402925,Danika Kirkland,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01718912,Elly Tam,IIS,Segundo Semestre,Acreditado(a),TEC21,MTY
A00782460,Keith Delatorre,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A00814738,Sherrill Galvin,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06542205,Ming Schell,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09420256,Nelida Villareal,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A05264171,Nicholle Roth,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01207835,Ashley Fierro,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06751083,Thresa Hardy,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02577481,Georgeann Borrego,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01096071,Minda Raines,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A08472917,Ethyl Schulte,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07483338,Kenyatta Rome,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01929891,Kasi Proctor,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02230815,Raul Peralta-Pierre,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03350866,Kellie Purnell,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06079924,Edna Ricci,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06645259,Asia Hitt,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07708921,Thao Sommers,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02038255,Jenette Held,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02205926,Johnnie Spellman,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03111683,Zula Milliken,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02500446,Boyce Grier,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09625643,Cherrie Tillery,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01500971,Elvis Mcnamee,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09686794,Qiana Hanna,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05029932,Tonita Lamontagne,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09349882,Jeff Walston,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08783047,Tawana Blue,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06003027,Demetrice Martindale,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05258725,Daren Labonte,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07422070,Rolanda Martin,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08917613,Eleanor Irizarry,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A04595452,Heidi Mccallister,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05338639,Altagracia Calloway,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08761497,Pilar Bisson,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09035273,Tammi Knox,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A02851594,Parthenia Delvalle,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07702293,Skye Dubose,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A05188009,Mike Sebastian,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09994904,Roxane Rupp,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03226961,Eleanore Ryder,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09297673,Tracey Pardo,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A00765930,Karena Figueroa,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01044112,Steven Wenzel,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06990175,Zona Smothers,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07948434,Rick Bowler,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05082830,Brad Forsyth,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09112035,Elin Alaniz,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03604838,Guadalupe Karr,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03250236,Dollie Blanco,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01088585,Marleen Maier,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08876409,Hanh Dunaway,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04362129,Maribeth Talbert,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04233405,Kathey Kelley,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A01396919,Marianela Leary,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A00326258,Abdul Marquez-Springer,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02474603,Dane Craft,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A08792974,Stormy Timmerman,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07928508,Donette Dang,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02635991,Polly Pride-Newell,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04371198,Brandee Jenkins,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A09245851,Raymundo Tilton,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01145148,Berry Lanning,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A01109095,Lavette Leavitt,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02978173,Demetria Cunningham,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07549544,Na Roman,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A00885061,Nicholle Whited,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06964215,Randi Gray,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05787454,Joselyn Corrigan,IIS,Faltan Datos,Acreditado(a),TEC21,MTY
A02970565,Palma Cerda,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08871892,Keisha Rojas,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08633077,Lucio Hogue,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05050351,Genny Hawkins,IIS,Segundo Semestre,Acreditado(a),TEC21,MTY
A01232777,Gerda Benson,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05822848,Margot Curtis,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08915895,Violet Shull,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07006641,Christa Rau,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05340260,Shandi Kenyon,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08885247,Mirtha Reddick,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A00347087,Tiara Brant,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A07133752,Susana Creech,IIS,Segundo Semestre,Acreditado(a),TEC21,MTY
A06410321,Vertie Summerlin,IIS,Segundo Semestre,Acreditado(a),TEC21,MTY
A03442423,Marilee Heckman,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08610039,Gil Slone,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08728139,Hung Her,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04047059,Brandi Marino,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A05336097,Tonette Pinson,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07754901,Ghislaine Hendricks,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01291164,Darrick Grayson,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03034979,Joe Lew,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A01016591,Providencia Romano,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03527806,Mohamed Stillwell,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A08401753,Hermelinda Ainsworth,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05818000,Fredda Plummer,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04185728,Reynaldo Munger,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A01569076,Leif Toro-Waggoner,IIS,0,Acreditado(a),TEC21,MTY
A03959923,Debbra Kruse,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02775570,Wayne Kyle,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A05139004,Julie Pomeroy,IIS,0,Acreditado(a),TEC21,MTY
A04727433,Vonnie Grimm,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02553446,Hiram Shipp,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07531320,Carlyn Crawley,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04526756,Wanetta Fawcett,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05623041,Elvina Mahan,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06229270,Mindy Gardner-Trevino,IIS,0,Acreditado(a),TEC21,MTY
A07972473,Colby Kruger,IIS,0,Acreditado(a),TEC21,MTY
A03451311,Setsuko Rico,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A01340682,Cassi Delgado,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03482345,Delmer Kendall,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09655050,Sheena Wilde,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A03722967,Jefferey Stanford,IIS,0,Acreditado(a),TEC21,MTY
A07589927,Ivey Christensen,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03408531,Marge Winfield,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03128727,Isaias Cosgrove,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05234685,Tim Coronado,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05532785,Domenic Roper,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A00563861,Phung Moreau,IIS,0,Acreditado(a),TEC21,MTY
A08427767,Tanesha Phan-Steele,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03376262,Cindie Pettis,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A04355477,Marcos Gall,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05442710,Tamera Michael,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04506134,Williemae Jones,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09523021,Alla Wisniewski,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02142281,Dan Ham,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A00284924,Rashida Boswell,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A00228306,Soo Blackburn,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A01736642,Shanti Chan,IIS,0,Acreditado(a),TEC21,MTY
A07129542,Jess Sparrow-Pierson,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A00628110,Truman Leak,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06774514,Stephan Sousa,IIS,0,Acreditado(a),TEC21,MTY
A08781126,Cindi Law,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A09948648,Antionette Oconner,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A08324165,Taryn Thornton,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02961974,Jarrod Moen,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05930630,Gertrudis Bowden,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A03000802,Suzi Mcswain,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04992387,Makeda Amundson,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A05113175,Annalisa Ligon,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04733774,Faustina Negron,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06401216,Collette Edwards,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06126229,Chi Tubbs,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07106521,Lovella Loftin,IIS,Tercer Semestre,Acreditado(a),TEC21,MTY
A09897510,Delora David,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A02472053,Rupert Aldridge,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A06344441,Orlando Michels,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A04405105,Alphonse Medeiros,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A07473453,Rosanne Gaston,IIS,Primer Semestre,Acreditado(a),TEC21,MTY
A03669065,Li Nelson,IM,Primer Semestre,Acreditado(a),TEC21,MTY
A06767854,Williemae Barney,IM,Primer Semestre,Acreditado(a),TEC21,MTY
A01911903,Beata Ordonez,IM,Primer Semestre,Acreditado(a),TEC21,MTY
A08736087,Aiko Wilbur,IM,Primer Semestre,Acreditado(a),TEC21,MTY
A03564737,Dario Rome,IM,Tercer Semestre,Acreditado(a),TEC21,MTY
A08171982,Leonie Ingram,IM,Primer Semestre,Acreditado(a),TEC21,MTY
